"";"nummer";"lp";"date_bt_ini";"date_bt_out";"phase_total";"zustimmg";"leadingcom";"completed";"election";"potLoss_same90";"potGain_same90"
"1815";3435;13;"1996-07-22";"1997-02-27";220;0;3;1;0;0;0
"1816";3436;13;"1996-06-21";"1996-10-10";111;1;3;1;0;0;0
"1817";3437;13;"1996-05-14";"1996-12-12";212;1;3;1;0;0;0
"1818";3440;13;"1996-05-06";"1996-09-27";144;0;2;1;0;0;0
"1819";3441;13;"1996-06-04";"1996-10-17";135;0;25;1;0;0;0
"1820";3442;13;"1996-06-04";"1996-09-26";114;1;3;1;0;0;0
"1821";3443;13;"1996-06-04";"1997-01-30";240;1;3;1;0;0;0
"1822";3444;13;"1996-06-04";"1996-10-10";128;1;3;1;0;0;0
"1823";3445;13;"1996-06-04";"1996-10-10";128;1;3;1;0;0;0
"1824";3446;13;"1996-06-04";"1996-10-10";128;1;3;1;0;0;0
"1825";3447;13;"1996-06-04";"1996-10-10";128;1;3;1;0;0;0
"1826";3455;13;"1996-06-19";"1996-11-14";148;1;14;1;0;0;0
"1827";3456;13;"1996-06-21";"1996-11-14";146;1;3;1;0;0;0
"1828";3457;13;"1996-06-20";"1996-12-05";168;1;3;1;0;0;0
"1829";3458;13;"1996-08-29";"1997-02-27";182;0;3;1;0;0;0
"1830";3459;13;"1996-06-24";"1996-12-05";164;1;3;1;0;0;0
"1831";3460;13;"1996-06-21";"1996-11-14";146;0;3;1;0;0;0
"1832";3461;13;"1996-05-10";"1996-06-27";48;NA;2;0;0;0;0
"1833";3462;13;"1996-05-10";"1996-06-28";49;1;2;0;0;0;0
"1834";3463;13;"1996-05-10";"1996-06-28";49;1;14;0;0;0;0
"1835";3464;13;"1996-05-10";"1996-07-09";60;0;2;1;0;0;0
"1836";3465;13;"1996-05-10";"1996-06-28";49;0;2;1;0;0;0
"1837";3466;13;"1996-05-10";"1996-06-28";49;0;2;1;0;0;0
"1838";3467;13;"1996-06-10";"1996-06-28";18;NA;2;0;0;0;0
"1839";3470;13;"1996-07-26";"1996-10-10";76;NA;9;0;0;0;0
"1840";3472;13;"1996-09-26";"1998-05-29";610;0;16;1;0;0;0
"1841";3473;13;"1996-07-16";"1997-04-17";275;0;1;1;0;0;0
"1842";3474;13;"1996-07-16";"1996-12-05";142;0;3;1;0;0;0
"1843";3475;13;"1996-09-05";"1996-10-10";35;0;7;1;0;0;0
"1844";3476;13;"1996-09-05";"1996-12-05";91;0;2;1;0;0;0
"1845";3477;13;"1996-06-17";"1996-11-14";150;1;9;1;0;0;0
"1846";3478;13;"1996-08-15";"1997-11-14";456;0;16;1;0;0;0
"1847";3482;13;"1996-06-11";"1996-11-07";149;1;9;1;0;0;0
"1848";3485;13;"1996-06-18";"1996-11-07";142;1;2;0;0;0;0
"1849";3486;13;"1996-06-18";"1996-11-15";150;1;2;1;0;0;0
"1850";3487;13;"1996-06-18";"1996-11-14";149;1;14;1;0;0;0
"1851";3488;13;"1996-06-18";"1996-09-26";100;0;1;1;0;0;0
"1852";3489;13;"1996-06-18";"1996-11-08";143;0;7;1;0;0;0
"1853";3493;13;"1996-06-25";"1996-11-14";142;0;2;1;0;0;0
"1854";3494;13;"1996-06-25";"1996-10-18";115;0;2;1;0;0;0
"1855";3497;13;"1996-08-15";"1996-09-26";42;NA;1;0;0;0;0
"1856";3505;13;"1996-10-09";"1996-12-05";57;0;9;1;0;0;0
"1857";3506;13;"1996-12-05";"1997-06-26";203;0;16;1;0;0;0
"1858";3507;13;"1996-10-09";"1996-12-12";64;0;3;1;0;0;0
"1859";3508;13;"1996-12-05";"1997-04-17";133;0;1;1;0;0;0
"1860";3509;13;"1996-10-09";"1996-11-28";50;0;25;1;0;0;0
"1861";3510;13;"1996-11-22";"1997-04-24";153;1;3;1;0;0;0
"1862";3511;13;"1996-10-08";"1996-12-12";65;1;3;1;0;0;0
"1863";3512;13;"1996-10-08";"1996-11-28";51;0;3;1;0;0;0
"1864";3513;13;"1996-10-08";"1996-11-28";51;0;3;1;0;0;0
"1865";3514;13;"1996-10-08";"1997-01-16";100;1;3;1;0;0;0
"1866";3515;13;"1996-10-09";"1996-11-15";37;1;3;1;0;0;0
"1867";3516;13;"1996-10-09";"1997-06-26";260;0;7;1;0;0;0
"1868";3517;13;"1996-10-09";"1996-12-05";57;0;3;1;0;0;0
"1869";3518;13;"1996-10-02";"1996-11-14";43;1;3;1;0;0;0
"1870";3519;13;"1996-10-08";"1997-01-30";114;0;3;1;0;0;0
"1871";3520;13;"1996-10-24";"1996-12-12";49;NA;14;0;0;0;0
"1872";3521;13;"1996-12-19";"1998-01-16";393;NA;16;0;0;0;0
"1873";3522;13;"1996-08-16";"1996-11-29";105;0;9;1;0;0;0
"1874";3523;13;"1996-11-22";"1997-02-28";98;1;3;1;0;0;0
"1875";3526;13;"1996-10-09";"1996-10-18";9;1;1;1;0;0;0
"1876";3527;13;"1996-11-06";"1997-02-20";106;1;14;1;0;0;0
"1877";3528;13;"1996-11-06";"1996-12-12";36;1;1;1;0;0;0
"1878";3529;13;"1996-10-28";"1997-06-05";220;0;3;1;0;0;0
"1879";3530;13;"1996-10-28";"1997-01-16";80;1;3;1;0;0;0
"1880";3531;13;"1996-12-04";"1997-05-15";162;1;1;1;0;0;0
"1881";3532;13;"1996-12-05";"1997-06-05";182;1;21;1;0;0;0
"1882";3537;13;"1996-09-24";"1996-10-17";23;0;16;1;0;0;0
"1883";3538;13;"1996-09-24";"1996-10-11";17;0;14;1;0;0;0
"1884";3539;13;"1996-09-24";"1996-11-15";52;0;16;1;0;0;0
"1885";3542;13;"1996-09-24";"1997-06-26";275;NA;16;0;0;0;0
"1886";3543;13;"1996-09-24";"1996-10-18";24;NA;1;0;0;0;0
"1887";3548;13;"1996-12-19";"1997-06-06";169;1;7;1;0;0;0
"1888";3549;13;"1997-01-14";"1997-06-12";149;1;21;1;0;0;0
"1889";3550;13;"1996-12-05";"1997-04-24";140;0;1;1;0;0;0
"1890";3551;13;"1996-10-23";"1996-11-14";22;0;3;1;0;0;0
"1891";3552;13;"1996-11-18";"1997-01-30";73;1;3;1;0;0;0
"1892";3553;13;"1996-12-23";"1997-06-05";164;1;1;1;0;0;0
"1893";3554;13;"1996-12-19";"1997-04-17";119;1;3;1;0;0;0
"1894";3555;13;"1996-11-18";"1997-01-30";73;1;3;1;0;0;0
"1895";3557;13;"1996-10-08";"1996-11-15";38;0;2;1;0;0;0
"1896";3558;13;"1996-10-09";"1996-12-12";64;0;14;1;0;0;0
"1897";3559;13;"1996-10-10";"1996-10-10";0;1;9;1;0;0;0
"1898";3562;13;"1997-02-21";"1997-11-27";279;1;7;1;0;0;0
"1899";3563;13;"1996-12-19";"1997-02-27";70;1;9;1;0;0;0
"1900";3564;13;"1996-12-05";"1997-05-15";161;1;3;1;0;0;0
"1901";3565;13;"1997-03-25";"1997-06-26";93;0;1;1;0;0;0
"1902";3572;13;"1997-03-23";"1997-11-28";250;0;25;1;0;0;0
"1903";3573;13;"1997-01-15";"1997-04-17";92;1;25;1;0;0;0
"1904";3574;13;"1997-02-07";"1997-11-14";280;1;1;1;0;0;0
"1905";3575;13;"1997-01-06";"1997-04-17";101;1;3;1;0;0;0
"1906";3578;13;"1996-11-12";"1997-03-20";128;0;2;1;0;0;0
"1907";3579;13;"1996-11-12";"1996-11-29";17;1;9;1;0;0;0
"1908";3590;13;"1996-12-11";"1997-05-15";155;1;16;1;0;0;0
"1909";3595;13;"1997-03-25";"1998-01-15";296;1;16;1;0;0;0
"1910";3596;13;"1997-03-11";"1998-04-03";388;1;16;1;0;0;0
"1911";3597;13;"1997-03-06";"1997-03-20";14;1;2;1;0;0;0
"1912";3598;13;"1997-04-10";"1997-09-10";153;1;14;1;0;0;0
"1913";3599;13;"1997-03-06";"1998-02-13";344;0;16;1;0;0;0
"1914";3600;13;"1997-06-12";"1998-03-05";266;0;1;1;0;0;0
"1915";3601;13;"1997-02-11";"1997-03-13";30;1;3;1;0;0;0
"1916";3602;13;"1997-02-11";"1997-03-20";37;1;3;1;0;0;0
"1917";3603;13;"1997-04-17";"1997-06-26";70;1;3;1;0;0;0
"1918";3604;13;"1997-04-10";"1997-10-10";183;0;3;1;0;0;0
"1919";3605;13;"1997-02-11";"1997-06-12";121;1;3;1;0;0;0
"1920";3606;13;"1997-03-06";"1997-06-05";91;0;9;1;0;0;0
"1921";3607;13;"1997-03-06";"1997-06-05";91;1;9;1;0;0;0
"1922";3608;13;"1997-02-07";"1997-02-27";20;0;3;1;0;0;0
"1923";3609;13;"1997-02-21";"1997-03-20";27;0;3;1;0;0;0
"1924";3610;13;"1997-02-11";"1997-06-12";121;1;3;1;0;0;0
"1925";3611;13;"1997-02-11";"1997-06-12";121;0;3;1;0;0;0
"1926";3612;13;"1997-04-09";"1997-06-13";65;0;4;1;0;0;0
"1927";3617;13;"1997-01-28";"1997-04-24";86;NA;1;0;0;0;0
"1928";3619;13;"1997-02-24";"1997-05-15";80;0;7;1;0;0;0
"1929";3620;13;"1997-03-25";"1997-06-12";79;0;4;1;0;0;0
"1930";3621;13;"1997-06-12";"1998-02-05";238;1;16;1;0;0;0
"1931";3622;13;"1997-03-19";"1997-04-24";36;0;1;1;0;0;0
"1932";3623;13;"1997-03-20";"1997-06-26";98;1;3;1;0;0;0
"1933";3624;13;"1997-03-24";"1997-06-12";80;1;3;1;0;0;0
"1934";3627;13;"1997-02-19";"1997-02-28";9;1;9;1;0;0;0
"1935";3632;13;"1997-03-11";"1997-11-14";248;0;16;1;0;0;0
"1936";3633;13;"1997-03-11";"1997-11-14";248;NA;16;0;0;0;0
"1937";3634;13;"1997-03-11";"1997-11-14";248;NA;16;0;0;0;0
"1938";3638;13;"1997-05-30";"1997-10-09";132;1;1;1;0;0;0
"1939";3639;13;"1997-04-28";"1997-11-13";199;0;14;1;0;0;0
"1940";3640;13;"1997-04-28";"1997-10-10";165;1;3;1;0;0;0
"1941";3641;13;"1997-04-28";"1997-11-13";199;0;3;1;0;0;0
"1942";3642;13;"1997-04-28";"1997-11-13";199;1;3;1;0;0;0
"1943";3643;13;"1997-09-25";"1997-11-14";50;1;16;1;0;0;0
"1944";3644;13;"1997-09-25";"1997-11-14";50;0;16;1;0;0;0
"1945";3645;13;"1997-05-12";"1997-11-13";185;0;3;1;0;0;0
"1946";3646;13;"1997-05-12";"1997-11-13";185;1;3;1;0;0;0
"1947";3647;13;"1997-06-12";"1998-01-16";218;0;3;1;0;0;0
"1948";3648;13;"1997-05-12";"1997-09-10";121;1;3;1;0;0;0
"1949";3649;13;"1997-05-12";"1997-09-10";121;1;3;1;0;0;0
"1950";3650;13;"1997-05-12";"1997-09-10";121;1;3;1;0;0;0
"1951";3651;13;"1997-05-12";"1997-09-10";121;1;3;1;0;0;0
"1952";3652;13;"1997-05-12";"1997-09-10";121;1;3;1;0;0;0
"1953";3653;13;"1997-05-12";"1997-09-10";121;1;3;1;0;0;0
"1954";3654;13;"1997-05-12";"1997-09-10";121;1;3;1;0;0;0
"1955";3655;13;"1997-05-12";"1997-09-10";121;1;3;1;0;0;0
"1956";3656;13;"1997-05-12";"1997-09-10";121;1;3;1;0;0;0
"1957";3657;13;"1997-05-12";"1997-09-10";121;1;3;1;0;0;0
"1958";3658;13;"1997-05-15";"1998-04-23";343;0;16;1;0;0;0
"1959";3659;13;"1997-05-12";"1997-09-10";121;1;3;1;0;0;0
"1960";3660;13;"1997-03-18";"1997-06-26";100;NA;9;0;0;0;0
"1961";3667;13;"1997-05-12";"1997-09-10";121;1;3;1;0;0;0
"1962";3668;13;"1997-05-30";"1997-06-26";27;1;9;0;0;0;0
"1963";3673;13;"1997-04-22";"1997-06-12";51;1;2;1;0;0;0
"1964";3674;13;"1997-04-22";"1997-12-12";234;NA;9;0;0;0;0
"1965";3675;13;"1997-04-22";"1997-06-26";65;NA;9;0;0;0;0
"1966";3676;13;"1997-07-21";"1997-11-14";116;NA;16;0;0;0;0
"1967";3678;13;"1997-06-18";"1998-02-05";232;1;3;1;0;0;0
"1968";3679;13;"1997-09-05";"1998-02-05";153;0;3;1;0;0;0
"1969";3680;13;"1997-07-10";"1998-06-24";349;0;3;1;0;0;0
"1970";3681;13;"1997-05-21";"1997-12-12";205;0;9;1;0;0;0
"1971";3682;13;"1997-06-11";"1997-06-26";15;1;9;0;0;0;0
"1972";3688;13;"1997-05-14";"1997-06-12";29;1;1;1;0;0;0
"1973";3691;13;"1997-08-06";"1997-11-25";111;1;7;1;0;0;0
"1974";3692;13;"1997-08-29";"1997-10-31";63;0;1;1;0;0;0
"1975";3693;13;"1997-08-29";"1998-04-03";217;0;16;1;0;0;0
"1976";3694;13;"1997-08-29";"1997-11-25";88;1;7;1;0;0;0
"1977";3695;13;"1997-07-24";"1997-10-31";99;1;9;1;0;0;0
"1978";3696;13;"1997-06-23";"1997-10-30";129;1;1;1;0;0;0
"1979";3697;13;"1997-07-15";"1998-06-18";338;0;3;1;0;0;0
"1980";3698;13;"1997-07-15";"1998-01-15";184;1;3;1;0;0;0
"1981";3699;13;"1997-07-15";"1998-01-15";184;1;3;1;0;0;0
"1982";3700;13;"1997-08-29";"1998-06-18";293;0;16;1;0;0;0
"1983";3701;13;"1997-08-29";"1998-03-05";188;0;16;1;0;0;0
"1984";3702;13;"1997-06-03";"1997-06-26";23;1;9;1;0;0;0
"1985";3706;13;"1997-07-14";"1997-10-09";87;0;3;1;0;0;0
"1986";3708;13;"1997-06-24";"1997-11-14";143;NA;2;0;0;0;0
"1987";3710;13;"1997-06-24";"1997-10-10";108;0;2;1;0;0;0
"1988";3711;13;"1997-06-24";"1997-11-27";156;1;2;1;0;0;0
"1989";3712;13;"1997-06-24";"1997-09-25";93;1;2;1;0;0;0
"1990";3713;13;"1997-06-24";"1997-11-27";156;0;2;1;0;0;0
"1991";3718;13;"1997-06-25";"1997-10-30";127;1;7;1;0;0;0
"1992";3719;13;"1997-06-26";"1997-06-26";0;0;16;1;0;0;0
"1993";3739;13;"1997-08-15";"1997-11-28";105;0;9;1;0;0;0
"1994";3740;13;"1997-08-15";"1997-11-28";105;0;9;1;0;0;0
"1995";3741;13;"1997-11-19";"1998-03-05";106;1;7;1;0;0;0
"1996";3742;13;"1997-10-01";"1997-11-14";44;1;2;1;0;0;0
"1997";3743;13;"1997-11-06";"1998-02-13";99;1;9;1;0;0;0
"1998";3744;13;"1997-10-02";"1997-10-30";28;0;2;1;0;0;0
"1999";3745;13;"1997-11-06";"1998-04-02";147;1;14;1;0;0;0
"2000";3746;13;"1997-10-08";"1998-02-05";120;0;4;1;0;0;0
"2001";3747;13;"1997-10-22";"1998-06-18";239;0;16;1;0;0;0
"2002";3748;13;"1997-10-01";"1997-11-13";43;0;21;1;0;0;0
"2003";3749;13;"1997-12-18";"1998-04-30";133;1;1;1;0;0;0
"2004";3750;13;"1997-10-07";"1997-12-12";66;0;1;1;0;0;0
"2005";3751;13;"1997-12-18";"1998-04-23";126;0;1;1;0;0;0
"2006";3752;13;"1997-10-01";"1997-11-13";43;0;25;1;0;0;0
"2007";3753;13;"1997-10-22";"1998-01-15";85;1;1;1;0;0;0
"2008";3754;13;"1997-12-03";"1998-02-12";71;1;1;1;0;0;0
"2009";3755;13;"1997-10-07";"1998-01-15";100;1;3;1;0;0;0
"2010";3756;13;"1997-10-07";"1998-01-15";100;1;3;1;0;0;0
"2011";3757;13;"1997-10-07";"1998-01-15";100;0;3;1;0;0;0
"2012";3758;13;"1997-10-08";"1998-03-26";169;1;3;1;0;0;0
"2013";3759;13;"1997-10-08";"1998-02-12";127;1;3;1;0;0;0
"2014";3760;13;"1997-10-07";"1998-02-12";128;1;3;1;0;0;0
"2015";3761;13;"1997-10-07";"1998-02-05";121;1;3;1;0;0;0
"2016";3762;13;"1997-10-07";"1998-02-05";121;1;3;1;0;0;0
"2017";3763;13;"1997-10-07";"1998-02-05";121;1;3;1;0;0;0
"2018";3764;13;"1997-10-07";"1998-02-05";121;1;3;1;0;0;0
"2019";3765;13;"1997-10-07";"1998-02-12";128;0;3;1;0;0;0
"2020";3766;13;"1997-10-07";"1998-02-12";128;0;3;1;0;0;0
"2021";3767;13;"1997-10-07";"1998-02-12";128;0;3;1;0;0;0
"2022";3768;13;"1997-09-08";"1997-11-13";66;0;7;1;0;0;0
"2023";3769;13;"1997-10-22";"1998-01-15";85;1;2;1;0;0;0
"2024";3770;13;"1997-12-01";"1998-03-05";94;1;1;1;0;0;0
"2025";3771;13;"1997-11-19";"1998-04-02";134;1;25;1;0;0;0
"2026";3779;13;"1997-10-27";"1997-12-11";45;0;25;1;0;0;0
"2027";3780;13;"1997-10-23";"1998-01-15";84;1;3;1;0;0;0
"2028";3781;13;"1997-10-23";"1998-01-15";84;1;3;1;0;0;0
"2029";3782;13;"1997-10-23";"1998-01-15";84;1;3;1;0;0;0
"2030";3783;13;"1997-10-27";"1998-04-23";178;0;3;1;0;0;0
"2031";3784;13;"1997-10-23";"1998-03-26";154;1;3;1;0;0;0
"2032";3785;13;"1997-12-03";"1998-03-26";113;0;3;1;0;0;0
"2033";3786;13;"1997-10-27";"1998-02-05";101;1;3;1;0;0;0
"2034";3787;13;"1997-10-27";"1998-02-05";101;1;3;1;0;0;0
"2035";3788;13;"1997-10-27";"1998-02-05";101;1;3;1;0;0;0
"2036";3789;13;"1997-10-27";"1998-02-05";101;1;3;1;0;0;0
"2037";3790;13;"1997-10-27";"1998-02-05";101;1;3;1;0;0;0
"2038";3791;13;"1997-10-27";"1998-02-05";101;1;3;1;0;0;0
"2039";3792;13;"1997-10-27";"1998-02-05";101;1;3;1;0;0;0
"2040";3793;13;"1997-10-27";"1998-02-05";101;1;3;1;0;0;0
"2041";3794;13;"1997-12-03";"1998-04-23";141;1;25;1;0;0;0
"2042";3804;13;"1997-10-20";"1998-02-13";116;0;4;1;0;0;0
"2043";3805;13;"1997-12-04";"1998-04-02";119;1;16;1;0;0;0
"2044";3806;13;"1997-12-18";"1998-04-23";126;0;3;1;0;0;0
"2045";3807;13;"1997-11-13";"1998-04-02";140;0;3;1;0;0;0
"2046";3816;13;"1997-10-07";"1997-10-09";2;0;9;1;0;0;0
"2047";3817;13;"1997-10-07";"1997-10-31";24;1;9;1;0;0;0
"2048";3818;13;"1997-10-08";"1997-11-13";36;0;2;1;0;0;0
"2049";3822;13;"1997-12-22";"1998-04-03";102;1;14;1;0;0;0
"2050";3823;13;"1997-12-03";"1998-03-05";92;1;3;1;0;0;0
"2051";3826;13;"1997-11-17";"1998-03-27";130;1;3;1;0;0;0
"2052";3829;13;"1997-10-28";"1997-11-13";16;0;14;1;0;0;0
"2053";3831;13;"1997-10-29";"1998-05-07";190;1;14;1;0;0;0
"2054";3834;13;"1998-01-29";"1998-05-07";98;1;25;1;0;0;0
"2055";3835;13;"1997-12-18";"1998-04-02";105;0;3;1;0;0;0
"2056";3836;13;"1997-12-22";"1998-03-26";94;1;7;1;0;0;0
"2057";3837;13;"1997-12-22";"1998-03-26";94;1;7;1;0;0;0
"2058";3838;13;"1997-12-22";"1998-03-05";73;0;25;1;0;0;0
"2059";3839;13;"1998-01-22";"1998-04-23";91;1;25;1;0;0;0
"2060";3840;13;"1998-01-29";"1998-04-02";63;1;1;1;0;0;0
"2061";3841;13;"1997-12-22";"1998-04-02";101;1;3;1;0;0;0
"2062";3842;13;"1997-12-22";"1998-04-02";101;1;3;1;0;0;0
"2063";3843;13;"1997-12-22";"1998-04-02";101;1;3;1;0;0;0
"2064";3844;13;"1998-01-22";"1998-04-29";97;0;25;1;0;0;0
"2065";3845;13;"1998-01-07";"1998-02-13";37;1;16;1;0;0;0
"2066";3846;13;"1998-01-28";"1998-03-05";36;0;16;1;0;0;0
"2067";3847;13;"1998-01-13";"1998-05-07";114;1;2;1;0;0;0
"2068";3848;13;"1997-12-22";"1998-05-07";136;1;3;1;0;0;0
"2069";3849;13;"1998-01-07";"1998-05-28";141;1;3;1;0;0;0
"2070";3850;13;"1997-12-22";"1998-04-02";101;1;3;1;0;0;0
"2071";3851;13;"1998-02-20";"1998-05-28";97;0;16;1;0;0;0
"2072";3852;13;"1997-12-22";"1998-04-02";101;0;3;1;0;0;0
"2073";3854;13;"1997-11-11";"1997-11-28";17;0;16;1;0;0;0
"2074";3861;13;"1997-12-09";"1998-04-02";114;1;25;1;0;0;0
"2075";3862;13;"1997-12-09";"1998-02-12";65;1;2;1;0;0;0
"2076";3866;13;"1997-12-10";"1997-12-11";1;NA;2;0;0;0;0
"2077";3871;13;"1998-02-09";"1998-03-05";24;1;2;1;0;0;0
"2078";3872;13;"1998-02-17";"1998-04-02";44;0;9;1;0;0;0
"2079";3873;13;"1998-02-09";"1998-06-18";129;1;16;1;0;0;0
"2080";3874;13;"1998-03-20";"1998-05-07";48;1;1;1;0;0;0
"2081";3875;13;"1998-02-24";"1998-05-07";72;1;3;1;0;0;0
"2082";3876;13;"1998-02-11";"1998-05-07";85;1;3;1;0;0;0
"2083";3877;13;"1998-02-17";"1998-05-07";79;1;3;1;0;0;0
"2084";3878;13;"1998-02-17";"1998-05-07";79;1;3;1;0;0;0
"2085";3879;13;"1998-02-17";"1998-05-07";79;1;3;1;0;0;0
"2086";3880;13;"1998-02-09";"1998-04-02";52;0;2;1;0;0;0
"2087";3881;13;"1998-03-03";"1998-06-18";107;1;2;1;0;0;0
"2088";3882;13;"1998-03-18";"1998-04-23";36;0;3;1;0;0;0
"2089";3883;13;"1998-03-18";"1998-04-23";36;0;3;1;0;0;0
"2090";3884;13;"1998-02-11";"1998-05-07";85;1;3;1;0;0;0
"2091";3885;13;"1998-02-17";"1998-05-08";80;0;3;1;0;0;0
"2092";3886;13;"1998-02-17";"1998-05-29";101;0;3;1;0;0;0
"2093";3887;13;"1998-02-17";"1998-05-29";101;0;3;1;0;0;0
"2094";3888;13;"1998-02-09";"1998-03-26";45;0;3;1;0;0;0
"2095";3889;13;"1998-02-11";"1998-05-07";85;1;3;1;0;0;0
"2096";3891;13;"1998-01-13";"1998-02-13";31;0;14;1;0;0;0
"2097";3893;13;"1998-02-09";"1998-03-26";45;0;3;1;0;0;0
"2098";3899;13;"1998-03-12";"1998-05-07";56;0;2;1;0;0;0
"2099";3900;13;"1998-03-30";"1998-05-28";59;1;4;1;0;0;0
"2100";3901;13;"1998-03-30";"1998-05-29";60;0;16;1;0;0;0
"2101";3902;13;"1998-03-30";"1998-06-18";80;1;16;1;0;0;0
"2102";3903;13;"1998-03-30";"1998-06-18";80;1;16;1;0;0;0
"2103";3904;13;"1998-03-13";"1998-05-28";76;1;3;1;0;0;0
"2104";3905;13;"1998-03-13";"1998-06-18";97;1;3;1;0;0;0
"2105";3906;13;"1998-03-16";"1998-05-28";73;1;3;1;0;0;0
"2106";3907;13;"1998-03-16";"1998-05-28";73;1;3;1;0;0;0
"2107";3908;13;"1998-03-13";"1998-04-23";41;1;3;1;0;0;0
"2108";3909;13;"1998-03-13";"1998-05-07";55;1;3;1;0;0;0
"2109";3910;13;"1998-03-20";"1998-06-24";96;0;3;1;0;0;0
"2110";3911;13;"1998-03-17";"1998-05-29";73;1;3;1;0;0;0
"2111";3912;13;"1998-03-13";"1998-05-28";76;1;3;1;0;0;0
"2112";3914;13;"1998-02-03";"1998-03-05";30;NA;2;0;0;0;0
"2113";3925;13;"1998-03-30";"1998-05-07";38;0;2;1;0;0;0
"2114";3926;13;"1998-04-03";"1998-05-29";56;0;9;1;0;0;0
"2115";3927;13;"1998-04-02";"1998-05-08";36;1;9;1;0;0;0
"2116";3928;13;"1998-04-20";"1998-06-18";59;0;16;1;0;0;0
"2117";3929;13;"1998-03-09";"1998-05-28";80;1;3;1;0;0;0
"2118";3930;13;"1998-04-20";"1998-05-28";38;1;3;1;0;0;0
"2119";3931;13;"1998-04-03";"1998-05-29";56;1;21;1;0;0;0
"2120";3932;13;"1998-03-09";"1998-05-28";80;1;3;1;0;0;0
"2121";3933;13;"1998-04-20";"1998-05-28";38;1;3;1;0;0;0
"2122";3934;13;"1998-04-14";"1998-05-28";44;1;3;1;0;0;0
"2123";3935;13;"1998-03-31";"1998-05-07";37;1;3;1;0;0;0
"2124";3936;13;"1998-04-20";"1998-05-29";39;1;3;1;0;0;0
"2125";3937;13;"1998-04-20";"1998-05-29";39;1;3;1;0;0;0
"2126";3938;13;"1998-04-20";"1998-06-24";65;1;3;1;0;0;0
"2127";3942;13;"1998-03-03";"1998-04-30";58;1;2;1;0;0;0
"2128";3943;13;"1998-03-03";"1998-05-28";86;1;16;1;0;0;0
"2129";3950;13;"1998-03-24";"1998-05-29";66;NA;9;0;0;0;0
"2130";3951;13;"1998-03-24";"1998-04-24";31;0;21;1;0;0;0
"2131";3952;13;"1998-03-24";"1998-04-03";10;1;9;1;0;0;0
"2132";3953;13;"1998-05-20";"1998-06-24";35;0;3;1;0;0;0
"2133";3954;13;"1998-05-13";"1998-05-28";15;NA;16;0;0;0;0
"2134";3957;13;"1998-04-20";"1998-06-18";59;1;2;1;0;0;0
"2135";3958;13;"1998-05-22";"1998-06-24";33;1;16;1;0;0;0
"2136";3959;13;"1998-05-28";"1998-06-24";27;1;1;1;0;0;0
"2137";3960;13;"1998-05-20";"1998-06-24";35;1;3;1;0;0;0
"2138";3961;13;"1998-05-20";"1998-05-29";9;1;9;1;0;0;0
"2139";3962;13;"1998-05-15";"1998-06-18";34;0;25;1;0;0;0
"2140";3963;13;"1998-05-20";"1998-06-24";35;0;3;1;0;0;0
"2141";3964;13;"1998-05-20";"1998-06-24";35;0;1;1;0;0;0
"2142";3965;13;"1998-05-15";"1998-06-24";40;0;3;1;0;0;0
"2143";3966;13;"1998-05-20";"1998-06-24";35;0;1;1;0;0;0
"2144";3967;13;"1998-04-20";"1998-06-24";65;0;3;1;0;0;0
"2145";3968;13;"1998-05-13";"1998-06-18";36;0;3;1;0;0;0
"2146";3969;13;"1998-04-20";"1998-06-24";65;0;3;1;0;0;0
"2147";3970;13;"1998-04-20";"1998-06-24";65;0;3;1;0;0;0
"2148";3971;13;"1998-04-20";"1998-06-24";65;0;3;1;0;0;0
"2149";3972;13;"1998-04-20";"1998-06-24";65;0;3;1;0;0;0
"2150";3973;13;"1998-05-20";"1998-06-24";35;1;3;1;0;0;0
"2151";3974;13;"1998-05-13";"1998-06-24";42;1;3;1;0;0;0
"2152";3976;13;"1998-03-31";"1998-05-28";58;NA;16;0;0;0;0
"2153";3977;13;"1998-03-31";"1998-05-28";58;0;14;1;0;0;0
"2154";3978;13;"1998-03-31";"1998-05-07";37;1;7;1;0;0;0
"2155";3979;13;"1998-03-31";"1998-04-30";30;0;7;1;0;0;0
"2156";3985;13;"1998-05-15";"1998-06-18";34;1;14;1;0;0;0
"2157";3986;13;"1998-04-28";"1998-06-25";58;0;14;1;0;0;0
"2158";3987;13;"1998-04-28";"1998-06-18";51;0;16;1;0;0;0
"2159";3991;13;"1998-05-22";"1998-06-24";33;1;3;1;0;0;0
"2160";3994;13;"1998-06-02";"1998-06-24";22;0;3;1;0;0;0
"2161";4000;13;"1998-05-26";"1998-06-24";29;1;14;1;0;0;0
"2162";4001;13;"1998-05-26";"1998-06-25";30;0;14;1;0;0;0
"2163";4002;13;"1998-05-26";"1998-06-24";29;0;16;1;0;0;0
"2164";4003;13;"1998-05-26";"1998-06-19";24;1;1;1;0;0;0
"2165";4009;13;"1998-06-22";"1998-09-02";72;1;21;1;0;0;0
"2166";4037;14;"1998-11-18";"1998-12-03";15;1;16;1;0;1;0
"2167";4043;14;"1998-11-13";"1999-02-24";103;0;16;1;0;1;0
"2168";4044;14;"1999-02-01";"1999-03-25";52;0;16;1;0;1;0
"2169";4045;14;"1998-11-20";"1998-12-10";20;1;3;1;0;1;0
"2170";4053;14;"1998-11-09";"1999-03-04";115;1;9;1;0;0;0
